entidad_a,ubicageo_c,municip1,evefaltt,evefal1,evefal2,evefal3,evefal4,evefal5,evefal6,evefal7,evefal8,evefal9,evefal10,evefal11,evefal12,evefal13,evefal14,evefal15,evefal16
8,8047,MORIS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8048,NAMIQUIPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8049,NONOAVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8050,NUEVO CASAS GRANDES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8051,OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8052,OJINAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8053,PRAXEDIS G. GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8054,RIVA PALACIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8055,ROSALES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8056,ROSARIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8057,SAN FRANCISCO DE BORJA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8058,SAN FRANCISCO DE CONCHOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8059,SAN FRANCISCO DEL ORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8060,SANTA BÁRBARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8061,SATEVÓ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8062,SAUCILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8063,TEMÓSACHIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8064,EL TULE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8065,URIQUE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8066,URUACHI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8067,VALLE DE ZARAGOZA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
8,8997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,
8,8999,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
9,9002,AZCAPOTZALCO,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9003,COYOACÁN,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9004,CUAJIMALPA DE MORELOS,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9005,GUSTAVO A. MADERO,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9006,IZTACALCO,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9007,IZTAPALAPA,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9008,LA MAGDALENA CONTRERAS,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9009,MILPA ALTA,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9010,ÁLVARO OBREGÓN,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9011,TLÁHUAC,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9012,TLALPAN,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9013,XOCHIMILCO,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9014,BENITO JUÁREZ,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9015,CUAUHTÉMOC,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9016,MIGUEL HIDALGO,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9017,VENUSTIANO CARRANZA,NSS,NSS,NSS,NSS,0,NSS,0,0,0,NSS,0,NSS,0,0,NSS,NA,NA
9,9997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,
9,9999,NO IDENTIFICADO,11,9,2,4,0,2,0,0,0,2,0,1,0,0,2,NA,NA
10,10001,CANATLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10002,CANELAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10003,CONETO DE COMONFORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10004,CUENCAMÉ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10005,DURANGO,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10,10006,GENERAL SIMÓN BOLÍVAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10007,GÓMEZ PALACIO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10008,GUADALUPE VICTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10009,GUANACEVÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10010,HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10011,INDÉ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10012,LERDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10013,MAPIMÍ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10014,MEZQUITAL,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10015,NAZAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10016,NOMBRE DE DIOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10017,OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10018,EL ORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10019,OTÁEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10020,PÁNUCO DE CORONADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10021,PEÑÓN BLANCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10022,POANAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10023,PUEBLO NUEVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10024,RODEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10025,SAN BERNARDO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10026,SAN DIMAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10027,SAN JUAN DE GUADALUPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10028,SAN JUAN DEL RÍO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10029,SAN LUIS DEL CORDERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10030,SAN PEDRO DEL GALLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10031,SANTA CLARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10032,SANTIAGO PAPASQUIARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10033,SÚCHIL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10034,TAMAZULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10035,TEPEHUANES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10036,TLAHUALILO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10037,TOPIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10038,VICENTE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10039,NUEVO IDEAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,10997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,
10,10999,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11001,ABASOLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11002,ACÁMBARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11003,SAN MIGUEL DE ALLENDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11004,APASEO EL ALTO,5,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11005,APASEO EL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11006,ATARJEA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11007,CELAYA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,11008,MANUEL DOBLADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11009,COMONFORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11010,CORONEO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11011,CORTAZAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11012,CUERÁMARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11013,DOCTOR MORA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11014,DOLORES HIDALGO CUNA DE LA INDEPENDENCIA NACIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11015,GUANAJUATO,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
11,11016,HUANÍMARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11017,IRAPUATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11018,JARAL DEL PROGRESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11019,JERÉCUARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11020,LEÓN,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11,11021,MOROLEÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11022,OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11023,PÉNJAMO,4,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
11,11024,PUEBLO NUEVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11025,PURÍSIMA DEL RINCÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11026,ROMITA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11027,SALAMANCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11028,SALVATIERRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11029,SAN DIEGO DE LA UNIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11030,SAN FELIPE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11031,SAN FRANCISCO DEL RINCÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11032,SAN JOSÉ ITURBIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11033,SAN LUIS DE LA PAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11034,SANTA CATARINA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11035,SANTA CRUZ DE JUVENTINO ROSAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11036,SANTIAGO MARAVATÍO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11037,SILAO,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11,11038,TARANDACUAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11039,TARIMORO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11040,TIERRA BLANCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11041,URIANGATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11042,VALLE DE SANTIAGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11043,VICTORIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11044,VILLAGRÁN,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11045,XICHÚ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11046,YURIRIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,11997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,
11,11999,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12001,ACAPULCO DE JUÁREZ,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12002,AHUACUOTZINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12003,AJUCHITLÁN DEL PROGRESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12004,ALCOZAUCA DE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12005,ALPOYECA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12006,APAXTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12007,ARCELIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12008,ATENANGO DEL RÍO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12009,ATLAMAJALCINGO DEL MONTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12010,ATLIXTAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12011,ATOYAC DE ÁLVAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12012,AYUTLA DE LOS LIBRES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12013,AZOYÚ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12014,BENITO JUÁREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12015,BUENAVISTA DE CUÉLLAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12016,COAHUAYUTLA DE JOSÉ MARÍA IZAZAGA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12017,COCULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12018,COPALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12019,COPALILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12020,COPANATOYAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12021,COYUCA DE BENÍTEZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12022,COYUCA DE CATALÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12023,CUAJINICUILAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12024,CUALÁC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12025,CUAUTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12026,CUETZALA DEL PROGRESO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12027,CUTZAMALA DE PINZÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12028,CHILAPA DE ÁLVAREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12029,CHILPANCINGO DE LOS BRAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12030,FLORENCIO VILLARREAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12031,GENERAL CANUTO A. NERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12032,GENERAL HELIODORO CASTILLO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12033,HUAMUXTITLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12034,HUITZUCO DE LOS FIGUEROA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12035,IGUALA DE LA INDEPENDENCIA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
12,12036,IGUALAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12037,IXCATEOPAN DE CUAUHTÉMOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12038,ZIHUATANEJO DE AZUETA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12039,JUAN R. ESCUDERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12040,LEONARDO BRAVO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12041,MALINALTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12042,MÁRTIR DE CUILAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12043,METLATÓNOC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12044,MOCHITLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12045,OLINALÁ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12046,OMETEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12047,PEDRO ASCENCIO ALQUISIRAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12048,PETATLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12049,PILCAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12050,PUNGARABATO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12051,QUECHULTENANGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12052,SAN LUIS ACATLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12053,SAN MARCOS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12054,SAN MIGUEL TOTOLAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12055,TAXCO DE ALARCÓN,6,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12056,TECOANAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12057,TÉCPAN DE GALEANA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12058,TELOLOAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12059,TEPECOACUILCO DE TRUJANO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12060,TETIPAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12061,TIXTLA DE GUERRERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12062,TLACOACHISTLAHUACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12063,TLACOAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12064,TLALCHAPA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12065,TLALIXTAQUILLA DE MALDONADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12066,TLAPA DE COMONFORT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12067,TLAPEHUALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12068,LA UNIÓN DE ISIDORO MONTES DE OCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12069,XALPATLÁHUAC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12070,XOCHIHUEHUETLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12071,XOCHISTLAHUACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12072,ZAPOTITLÁN TABLAS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12073,ZIRÁNDARO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12074,ZITLALA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12075,EDUARDO NERI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12076,ACATEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12077,MARQUELIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12078,COCHOAPA EL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12079,JOSÉ JOAQUÍN DE HERRERA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12080,JUCHITÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12081,ILIATENCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,12997,NO ESPECIFICADO,,,,,,,,,,,,,,,,,
12,12999,NO IDENTIFICADO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13001,ACATLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13002,ACAXOCHITLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13003,ACTOPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13004,AGUA BLANCA DE ITURBIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13005,AJACUBA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13006,ALFAJAYUCAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13007,ALMOLOYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13008,APAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13009,EL ARENAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13010,ATITALAQUIA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13011,ATLAPEXCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13012,ATOTONILCO EL GRANDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13013,ATOTONILCO DE TULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13014,CALNALI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13015,CARDONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13016,CUAUTEPEC DE HINOJOSA,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13017,CHAPANTONGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13018,CHAPULHUACÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13019,CHILCUAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13020,ELOXOCHITLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13021,EMILIANO ZAPATA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13022,EPAZOYUCAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13023,FRANCISCO I. MADERO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13024,HUASCA DE OCAMPO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13025,HUAUTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13026,HUAZALINGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13027,HUEHUETLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13028,HUEJUTLA DE REYES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13029,HUICHAPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13030,IXMIQUILPAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13031,JACALA DE LEDEZMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13032,JALTOCÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13033,JUÁREZ HIDALGO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13034,LOLOTLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13035,METEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13036,SAN AGUSTÍN METZQUITITLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13037,METZTITLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13038,MINERAL DEL CHICO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13039,MINERAL DEL MONTE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13040,LA MISIÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13041,MIXQUIAHUALA DE JUÁREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13042,MOLANGO DE ESCAMILLA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13043,NICOLÁS FLORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13044,NOPALA DE VILLAGRÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13045,OMITLÁN DE JUÁREZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13046,SAN FELIPE ORIZATLÁN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13047,PACULA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13048,PACHUCA DE SOTO,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13,13049,PISAFLORES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13050,PROGRESO DE OBREGÓN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13051,MINERAL DE LA REFORMA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13052,SAN AGUSTÍN TLAXIACA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13053,SAN BARTOLO TUTOTEPEC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13054,SAN SALVADOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,13055,SANTIAGO DE ANAYA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
